title,pageid,url,category_path
chalk out,3153409,https://en.wiktionary.org/wiki/chalk_out,Category:English phrasal verbs
chalk up,198104,https://en.wiktionary.org/wiki/chalk_up,Category:English phrasal verbs
chalk up to,87600,https://en.wiktionary.org/wiki/chalk_up_to,Category:English phrasal verbs
champ down on,10246767,https://en.wiktionary.org/wiki/champ_down_on,Category:English phrasal verbs
champ up,7372759,https://en.wiktionary.org/wiki/champ_up,Category:English phrasal verbs
chance on,7845249,https://en.wiktionary.org/wiki/chance_on,Category:English phrasal verbs
chance upon,3153412,https://en.wiktionary.org/wiki/chance_upon,Category:English phrasal verbs
change down,6404182,https://en.wiktionary.org/wiki/change_down,Category:English phrasal verbs
change over,3153416,https://en.wiktionary.org/wiki/change_over,Category:English phrasal verbs
change up,1214834,https://en.wiktionary.org/wiki/change_up,Category:English phrasal verbs
chapter out,6827931,https://en.wiktionary.org/wiki/chapter_out,Category:English phrasal verbs
char up,10239931,https://en.wiktionary.org/wiki/char_up,Category:English phrasal verbs
charge down,3153417,https://en.wiktionary.org/wiki/charge_down,Category:English phrasal verbs
charge off,1803993,https://en.wiktionary.org/wiki/charge_off,Category:English phrasal verbs
charge up,896654,https://en.wiktionary.org/wiki/charge_up,Category:English phrasal verbs
charm up,10239907,https://en.wiktionary.org/wiki/charm_up,Category:English phrasal verbs
chase after,1036311,https://en.wiktionary.org/wiki/chase_after,Category:English phrasal verbs
chase away,6393565,https://en.wiktionary.org/wiki/chase_away,Category:English phrasal verbs
chase down,292650,https://en.wiktionary.org/wiki/chase_down,Category:English phrasal verbs
chase off,3153418,https://en.wiktionary.org/wiki/chase_off,Category:English phrasal verbs
chase up,1814362,https://en.wiktionary.org/wiki/chase_up,Category:English phrasal verbs
chat away,11117953,https://en.wiktionary.org/wiki/chat_away,Category:English phrasal verbs
chat up,99451,https://en.wiktionary.org/wiki/chat_up,Category:English phrasal verbs
chaw up,7372763,https://en.wiktionary.org/wiki/chaw_up,Category:English phrasal verbs
cheap out,5081892,https://en.wiktionary.org/wiki/cheap_out,Category:English phrasal verbs
cheapen out,5081896,https://en.wiktionary.org/wiki/cheapen_out,Category:English phrasal verbs
cheat on,273225,https://en.wiktionary.org/wiki/cheat_on,Category:English phrasal verbs
cheat out,4175795,https://en.wiktionary.org/wiki/cheat_out,Category:English phrasal verbs
cheat out of,5086464,https://en.wiktionary.org/wiki/cheat_out_of,Category:English phrasal verbs
check in,513642,https://en.wiktionary.org/wiki/check_in,Category:English phrasal verbs
check in with oneself,7976857,https://en.wiktionary.org/wiki/check_in_with_oneself,Category:English phrasal verbs
check into,4079035,https://en.wiktionary.org/wiki/check_into,Category:English phrasal verbs
check off,3153419,https://en.wiktionary.org/wiki/check_off,Category:English phrasal verbs
check on,6818525,https://en.wiktionary.org/wiki/check_on,Category:English phrasal verbs
check out,190031,https://en.wiktionary.org/wiki/check_out,Category:English phrasal verbs
check over,2830748,https://en.wiktionary.org/wiki/check_over,Category:English phrasal verbs
check through,4500497,https://en.wiktionary.org/wiki/check_through,Category:English phrasal verbs
check up,3621478,https://en.wiktionary.org/wiki/check_up,Category:English phrasal verbs
check up on,4118176,https://en.wiktionary.org/wiki/check_up_on,Category:English phrasal verbs
cheek it out,10284837,https://en.wiktionary.org/wiki/cheek_it_out,Category:English phrasal verbs
cheek it through,10284830,https://en.wiktionary.org/wiki/cheek_it_through,Category:English phrasal verbs
cheek up,9283286,https://en.wiktionary.org/wiki/cheek_up,Category:English phrasal verbs
cheek up to,9283287,https://en.wiktionary.org/wiki/cheek_up_to,Category:English phrasal verbs
cheer on,474408,https://en.wiktionary.org/wiki/cheer_on,Category:English phrasal verbs
cheer up,278965,https://en.wiktionary.org/wiki/cheer_up,Category:English phrasal verbs
cheese down,322972,https://en.wiktionary.org/wiki/cheese_down,Category:English phrasal verbs
cheese off,547829,https://en.wiktionary.org/wiki/cheese_off,Category:English phrasal verbs
cheese out,10234255,https://en.wiktionary.org/wiki/cheese_out,Category:English phrasal verbs
cheese up,7494733,https://en.wiktionary.org/wiki/cheese_up,Category:English phrasal verbs
chest down,7359245,https://en.wiktionary.org/wiki/chest_down,Category:English phrasal verbs
chest up,10775865,https://en.wiktionary.org/wiki/chest_up,Category:English phrasal verbs
chew off,2801133,https://en.wiktionary.org/wiki/chew_off,Category:English phrasal verbs
chew on,3153420,https://en.wiktionary.org/wiki/chew_on,Category:English phrasal verbs
chew out,259837,https://en.wiktionary.org/wiki/chew_out,Category:English phrasal verbs
chew over,1265656,https://en.wiktionary.org/wiki/chew_over,Category:English phrasal verbs
chew up,1952046,https://en.wiktionary.org/wiki/chew_up,Category:English phrasal verbs
chicken out,84833,https://en.wiktionary.org/wiki/chicken_out,Category:English phrasal verbs
chill it with,10235398,https://en.wiktionary.org/wiki/chill_it_with,Category:English phrasal verbs
chill out,86971,https://en.wiktionary.org/wiki/chill_out,Category:English phrasal verbs
chime in,96358,https://en.wiktionary.org/wiki/chime_in,Category:English phrasal verbs
chime up,7280843,https://en.wiktionary.org/wiki/chime_up,Category:English phrasal verbs
chimp out,7039029,https://en.wiktionary.org/wiki/chimp_out,Category:English phrasal verbs
chin up,219918,https://en.wiktionary.org/wiki/chin_up,Category:English phrasal verbs
chink up,2801134,https://en.wiktionary.org/wiki/chink_up,Category:English phrasal verbs
chip at,10290340,https://en.wiktionary.org/wiki/chip_at,Category:English phrasal verbs
chip away,2801135,https://en.wiktionary.org/wiki/chip_away,Category:English phrasal verbs
chip in,261903,https://en.wiktionary.org/wiki/chip_in,Category:English phrasal verbs
chip into,10268721,https://en.wiktionary.org/wiki/chip_into,Category:English phrasal verbs
chip up,2801136,https://en.wiktionary.org/wiki/chip_up,Category:English phrasal verbs
chipper up,10178482,https://en.wiktionary.org/wiki/chipper_up,Category:English phrasal verbs
chirk up,2801137,https://en.wiktionary.org/wiki/chirk_up,Category:English phrasal verbs
chisel in,10253171,https://en.wiktionary.org/wiki/chisel_in,Category:English phrasal verbs
chisel out,10253170,https://en.wiktionary.org/wiki/chisel_out,Category:English phrasal verbs
chisel up,10253172,https://en.wiktionary.org/wiki/chisel_up,Category:English phrasal verbs
choke back,7089227,https://en.wiktionary.org/wiki/choke_back,Category:English phrasal verbs
choke down,7011354,https://en.wiktionary.org/wiki/choke_down,Category:English phrasal verbs
choke off,2801138,https://en.wiktionary.org/wiki/choke_off,Category:English phrasal verbs
choke on,10268736,https://en.wiktionary.org/wiki/choke_on,Category:English phrasal verbs
choke out,7089325,https://en.wiktionary.org/wiki/choke_out,Category:English phrasal verbs
choke up,2801139,https://en.wiktionary.org/wiki/choke_up,Category:English phrasal verbs
chomp down on,5175755,https://en.wiktionary.org/wiki/chomp_down_on,Category:English phrasal verbs
choose out,10268734,https://en.wiktionary.org/wiki/choose_out,Category:English phrasal verbs
choose up,2801140,https://en.wiktionary.org/wiki/choose_up,Category:English phrasal verbs
chop down,2801141,https://en.wiktionary.org/wiki/chop_down,Category:English phrasal verbs
chop it up,8498789,https://en.wiktionary.org/wiki/chop_it_up,Category:English phrasal verbs
chop off,10290957,https://en.wiktionary.org/wiki/chop_off,Category:English phrasal verbs
chop out,10252497,https://en.wiktionary.org/wiki/chop_out,Category:English phrasal verbs
chop up,1942492,https://en.wiktionary.org/wiki/chop_up,Category:English phrasal verbs
chow down,563768,https://en.wiktionary.org/wiki/chow_down,Category:English phrasal verbs
chub up,2082927,https://en.wiktionary.org/wiki/chub_up,Category:English phrasal verbs
chuck away,902029,https://en.wiktionary.org/wiki/chuck_away,Category:English phrasal verbs
chuck down,10246998,https://en.wiktionary.org/wiki/chuck_down,Category:English phrasal verbs
chuck in,1875255,https://en.wiktionary.org/wiki/chuck_in,Category:English phrasal verbs
chuck it down,631032,https://en.wiktionary.org/wiki/chuck_it_down,Category:English phrasal verbs
chuck it in,10291109,https://en.wiktionary.org/wiki/chuck_it_in,Category:English phrasal verbs
chuck it up,10291110,https://en.wiktionary.org/wiki/chuck_it_up,Category:English phrasal verbs
chuck off,7390396,https://en.wiktionary.org/wiki/chuck_off,Category:English phrasal verbs
chuck out,936549,https://en.wiktionary.org/wiki/chuck_out,Category:English phrasal verbs
chuck over,10291049,https://en.wiktionary.org/wiki/chuck_over,Category:English phrasal verbs
chuck up,239559,https://en.wiktionary.org/wiki/chuck_up,Category:English phrasal verbs
chug away,9443565,https://en.wiktionary.org/wiki/chug_away,Category:English phrasal verbs
chum in,10291135,https://en.wiktionary.org/wiki/chum_in,Category:English phrasal verbs
chum up,2971700,https://en.wiktionary.org/wiki/chum_up,Category:English phrasal verbs
chump off,10291295,https://en.wiktionary.org/wiki/chump_off,Category:English phrasal verbs
churn out,87791,https://en.wiktionary.org/wiki/churn_out,Category:English phrasal verbs
churn up,6015185,https://en.wiktionary.org/wiki/churn_up,Category:English phrasal verbs
circle back,9111000,https://en.wiktionary.org/wiki/circle_back,Category:English phrasal verbs
circle in,10829828,https://en.wiktionary.org/wiki/circle_in,Category:English phrasal verbs
circle out,10829829,https://en.wiktionary.org/wiki/circle_out,Category:English phrasal verbs
circle up,10851667,https://en.wiktionary.org/wiki/circle_up,Category:English phrasal verbs
clabber up,11069801,https://en.wiktionary.org/wiki/clabber_up,Category:English phrasal verbs
clam up,206218,https://en.wiktionary.org/wiki/clam_up,Category:English phrasal verbs
clamp down on,745761,https://en.wiktionary.org/wiki/clamp_down_on,Category:English phrasal verbs
clamp off,9606903,https://en.wiktionary.org/wiki/clamp_off,Category:English phrasal verbs
clap back,6669911,https://en.wiktionary.org/wiki/clap_back,Category:English phrasal verbs
clap in,6834314,https://en.wiktionary.org/wiki/clap_in,Category:English phrasal verbs
clap on,324212,https://en.wiktionary.org/wiki/clap_on,Category:English phrasal verbs
clap out,4771450,https://en.wiktionary.org/wiki/clap_out,Category:English phrasal verbs
clap together,10238357,https://en.wiktionary.org/wiki/clap_together,Category:English phrasal verbs
clap up,7967164,https://en.wiktionary.org/wiki/clap_up,Category:English phrasal verbs
class up,7827245,https://en.wiktionary.org/wiki/class_up,Category:English phrasal verbs
claw away,4426995,https://en.wiktionary.org/wiki/claw_away,Category:English phrasal verbs
claw back,2834017,https://en.wiktionary.org/wiki/claw_back,Category:English phrasal verbs
claw off,324213,https://en.wiktionary.org/wiki/claw_off,Category:English phrasal verbs
clay up,2723955,https://en.wiktionary.org/wiki/clay_up,Category:English phrasal verbs
clean down,10301338,https://en.wiktionary.org/wiki/clean_down,Category:English phrasal verbs
clean off,10301219,https://en.wiktionary.org/wiki/clean_off,Category:English phrasal verbs
clean out,608489,https://en.wiktionary.org/wiki/clean_out,Category:English phrasal verbs
clean up,457048,https://en.wiktionary.org/wiki/clean_up,Category:English phrasal verbs
clean up after,10238131,https://en.wiktionary.org/wiki/clean_up_after,Category:English phrasal verbs
clear away,3370007,https://en.wiktionary.org/wiki/clear_away,Category:English phrasal verbs
clear off,1500452,https://en.wiktionary.org/wiki/clear_off,Category:English phrasal verbs
clear out,1833893,https://en.wiktionary.org/wiki/clear_out,Category:English phrasal verbs
clear up,688733,https://en.wiktionary.org/wiki/clear_up,Category:English phrasal verbs
clew down,10238245,https://en.wiktionary.org/wiki/clew_down,Category:English phrasal verbs
clew up,10180155,https://en.wiktionary.org/wiki/clew_up,Category:English phrasal verbs
click for,10291305,https://en.wiktionary.org/wiki/click_for,Category:English phrasal verbs
click off,9471771,https://en.wiktionary.org/wiki/click_off,Category:English phrasal verbs
click through,2834018,https://en.wiktionary.org/wiki/click_through,Category:English phrasal verbs
climb down,3045274,https://en.wiktionary.org/wiki/climb_down,Category:English phrasal verbs
climb into,10291308,https://en.wiktionary.org/wiki/climb_into,Category:English phrasal verbs
climb up,322006,https://en.wiktionary.org/wiki/climb_up,Category:English phrasal verbs
cling on,2701147,https://en.wiktionary.org/wiki/cling_on,Category:English phrasal verbs
cling to,5086469,https://en.wiktionary.org/wiki/cling_to,Category:English phrasal verbs
clock down,7829353,https://en.wiktionary.org/wiki/clock_down,Category:English phrasal verbs
clock in,255752,https://en.wiktionary.org/wiki/clock_in,Category:English phrasal verbs
clock off,255756,https://en.wiktionary.org/wiki/clock_off,Category:English phrasal verbs
clock on,7848657,https://en.wiktionary.org/wiki/clock_on,Category:English phrasal verbs
clock onto,10292917,https://en.wiktionary.org/wiki/clock_onto,Category:English phrasal verbs
clock out,255754,https://en.wiktionary.org/wiki/clock_out,Category:English phrasal verbs
clock up,550054,https://en.wiktionary.org/wiki/clock_up,Category:English phrasal verbs
clog up,3153422,https://en.wiktionary.org/wiki/clog_up,Category:English phrasal verbs
close down,768156,https://en.wiktionary.org/wiki/close_down,Category:English phrasal verbs
close in,1649535,https://en.wiktionary.org/wiki/close_in,Category:English phrasal verbs
close in on,259800,https://en.wiktionary.org/wiki/close_in_on,Category:English phrasal verbs
close in upon,10238824,https://en.wiktionary.org/wiki/close_in_upon,Category:English phrasal verbs
close off,768179,https://en.wiktionary.org/wiki/close_off,Category:English phrasal verbs
close out,225164,https://en.wiktionary.org/wiki/close_out,Category:English phrasal verbs
close round,10238401,https://en.wiktionary.org/wiki/close_round,Category:English phrasal verbs
close up,768164,https://en.wiktionary.org/wiki/close_up,Category:English phrasal verbs
close with,10238187,https://en.wiktionary.org/wiki/close_with,Category:English phrasal verbs
cloud over,1488545,https://en.wiktionary.org/wiki/cloud_over,Category:English phrasal verbs
cloud up,600152,https://en.wiktionary.org/wiki/cloud_up,Category:English phrasal verbs
clout on,10292926,https://en.wiktionary.org/wiki/clout_on,Category:English phrasal verbs
clown about,3153423,https://en.wiktionary.org/wiki/clown_about,Category:English phrasal verbs
clown around,1906944,https://en.wiktionary.org/wiki/clown_around,Category:English phrasal verbs
clown on,8812588,https://en.wiktionary.org/wiki/clown_on,Category:English phrasal verbs
club out,10776155,https://en.wiktionary.org/wiki/club_out,Category:English phrasal verbs
club together,3969318,https://en.wiktionary.org/wiki/club_together,Category:English phrasal verbs
clue in,903796,https://en.wiktionary.org/wiki/clue_in,Category:English phrasal verbs
clue up,9346598,https://en.wiktionary.org/wiki/clue_up,Category:English phrasal verbs
clump up,2054487,https://en.wiktionary.org/wiki/clump_up,Category:English phrasal verbs
clutter up,286873,https://en.wiktionary.org/wiki/clutter_up,Category:English phrasal verbs
coach up,2706200,https://en.wiktionary.org/wiki/coach_up,Category:English phrasal verbs
coat up,10247288,https://en.wiktionary.org/wiki/coat_up,Category:English phrasal verbs
cobber up,10268789,https://en.wiktionary.org/wiki/cobber_up,Category:English phrasal verbs
cobble together,5091090,https://en.wiktionary.org/wiki/cobble_together,Category:English phrasal verbs
cobble up,5091088,https://en.wiktionary.org/wiki/cobble_up,Category:English phrasal verbs
cock it over,10292938,https://en.wiktionary.org/wiki/cock_it_over,Category:English phrasal verbs
cock off,10175221,https://en.wiktionary.org/wiki/cock_off,Category:English phrasal verbs
cock on,5655787,https://en.wiktionary.org/wiki/cock_on,Category:English phrasal verbs
cock up,94761,https://en.wiktionary.org/wiki/cock_up,Category:English phrasal verbs
cocker up,3459103,https://en.wiktionary.org/wiki/cocker_up,Category:English phrasal verbs
code up,8632077,https://en.wiktionary.org/wiki/code_up,Category:English phrasal verbs
coffee up,10237931,https://en.wiktionary.org/wiki/coffee_up,Category:English phrasal verbs
coil up,1988206,https://en.wiktionary.org/wiki/coil_up,Category:English phrasal verbs
collar up,10268795,https://en.wiktionary.org/wiki/collar_up,Category:English phrasal verbs
collect up,1959135,https://en.wiktionary.org/wiki/collect_up,Category:English phrasal verbs
color in,3080334,https://en.wiktionary.org/wiki/color_in,Category:English phrasal verbs
color up,3012107,https://en.wiktionary.org/wiki/color_up,Category:English phrasal verbs
colour in,3080336,https://en.wiktionary.org/wiki/colour_in,Category:English phrasal verbs
colour up,3012345,https://en.wiktionary.org/wiki/colour_up,Category:English phrasal verbs
comb down,10292967,https://en.wiktionary.org/wiki/comb_down,Category:English phrasal verbs
comb out,10268812,https://en.wiktionary.org/wiki/comb_out,Category:English phrasal verbs
comb over,3108483,https://en.wiktionary.org/wiki/comb_over,Category:English phrasal verbs
comb through,3108482,https://en.wiktionary.org/wiki/comb_through,Category:English phrasal verbs
come about,68562,https://en.wiktionary.org/wiki/come_about,Category:English phrasal verbs
come across,178545,https://en.wiktionary.org/wiki/come_across,Category:English phrasal verbs
come across with,6835031,https://en.wiktionary.org/wiki/come_across_with,Category:English phrasal verbs
come after,1081512,https://en.wiktionary.org/wiki/come_after,Category:English phrasal verbs
come along,1265906,https://en.wiktionary.org/wiki/come_along,Category:English phrasal verbs
come apart,3080345,https://en.wiktionary.org/wiki/come_apart,Category:English phrasal verbs
come around,258619,https://en.wiktionary.org/wiki/come_around,Category:English phrasal verbs
come at,1365106,https://en.wiktionary.org/wiki/come_at,Category:English phrasal verbs
come away,3080510,https://en.wiktionary.org/wiki/come_away,Category:English phrasal verbs
come back,549109,https://en.wiktionary.org/wiki/come_back,Category:English phrasal verbs
come before,3080515,https://en.wiktionary.org/wiki/come_before,Category:English phrasal verbs
come between,3080520,https://en.wiktionary.org/wiki/come_between,Category:English phrasal verbs
come by,857711,https://en.wiktionary.org/wiki/come_by,Category:English phrasal verbs
come down,874331,https://en.wiktionary.org/wiki/come_down,Category:English phrasal verbs
come down on,3080522,https://en.wiktionary.org/wiki/come_down_on,Category:English phrasal verbs
come down to,99214,https://en.wiktionary.org/wiki/come_down_to,Category:English phrasal verbs
come down with,256659,https://en.wiktionary.org/wiki/come_down_with,Category:English phrasal verbs
come for,3080528,https://en.wiktionary.org/wiki/come_for,Category:English phrasal verbs
come forth,1248509,https://en.wiktionary.org/wiki/come_forth,Category:English phrasal verbs
come from,3080343,https://en.wiktionary.org/wiki/come_from,Category:English phrasal verbs
come from behind,1050586,https://en.wiktionary.org/wiki/come_from_behind,Category:English phrasal verbs
come from below,9345557,https://en.wiktionary.org/wiki/come_from_below,Category:English phrasal verbs
come in,1014912,https://en.wiktionary.org/wiki/come_in,Category:English phrasal verbs
come in for,3080565,https://en.wiktionary.org/wiki/come_in_for,Category:English phrasal verbs
come into,3048575,https://en.wiktionary.org/wiki/come_into,Category:English phrasal verbs
come of,2713080,https://en.wiktionary.org/wiki/come_of,Category:English phrasal verbs
come off,923351,https://en.wiktionary.org/wiki/come_off,Category:English phrasal verbs
come off it,1265905,https://en.wiktionary.org/wiki/come_off_it,Category:English phrasal verbs
come on,317621,https://en.wiktionary.org/wiki/come_on,Category:English phrasal verbs
come on in,11049136,https://en.wiktionary.org/wiki/come_on_in,Category:English phrasal verbs
come on over,3469508,https://en.wiktionary.org/wiki/come_on_over,Category:English phrasal verbs
come on to,1799700,https://en.wiktionary.org/wiki/come_on_to,Category:English phrasal verbs
come onto,6426959,https://en.wiktionary.org/wiki/come_onto,Category:English phrasal verbs
come out,72881,https://en.wiktionary.org/wiki/come_out,Category:English phrasal verbs
come out in,3080564,https://en.wiktionary.org/wiki/come_out_in,Category:English phrasal verbs
come out with,1359320,https://en.wiktionary.org/wiki/come_out_with,Category:English phrasal verbs
come over,2559849,https://en.wiktionary.org/wiki/come_over,Category:English phrasal verbs
come round,286872,https://en.wiktionary.org/wiki/come_round,Category:English phrasal verbs
come through,208797,https://en.wiktionary.org/wiki/come_through,Category:English phrasal verbs
come to,310078,https://en.wiktionary.org/wiki/come_to,Category:English phrasal verbs
come to oneself,2559857,https://en.wiktionary.org/wiki/come_to_oneself,Category:English phrasal verbs
come together,2758693,https://en.wiktionary.org/wiki/come_together,Category:English phrasal verbs
come under,1788024,https://en.wiktionary.org/wiki/come_under,Category:English phrasal verbs
come up,314168,https://en.wiktionary.org/wiki/come_up,Category:English phrasal verbs
come up against,10238194,https://en.wiktionary.org/wiki/come_up_against,Category:English phrasal verbs
come up from behind,6821230,https://en.wiktionary.org/wiki/come_up_from_behind,Category:English phrasal verbs
come up to,3080342,https://en.wiktionary.org/wiki/come_up_to,Category:English phrasal verbs
come up with,297502,https://en.wiktionary.org/wiki/come_up_with,Category:English phrasal verbs
come upon,920252,https://en.wiktionary.org/wiki/come_upon,Category:English phrasal verbs
come with,1387236,https://en.wiktionary.org/wiki/come_with,Category:English phrasal verbs
come with it,10268831,https://en.wiktionary.org/wiki/come_with_it,Category:English phrasal verbs
comment out,97933,https://en.wiktionary.org/wiki/comment_out,Category:English phrasal verbs
compass out,7952030,https://en.wiktionary.org/wiki/compass_out,Category:English phrasal verbs
condemn to,10233097,https://en.wiktionary.org/wiki/condemn_to,Category:English phrasal verbs
condescend upon,6967998,https://en.wiktionary.org/wiki/condescend_upon,Category:English phrasal verbs
cone off,6020179,https://en.wiktionary.org/wiki/cone_off,Category:English phrasal verbs
confide in,5082493,https://en.wiktionary.org/wiki/confide_in,Category:English phrasal verbs
conflict out,8144488,https://en.wiktionary.org/wiki/conflict_out,Category:English phrasal verbs
conjure up,2663581,https://en.wiktionary.org/wiki/conjure_up,Category:English phrasal verbs
conk off,10293008,https://en.wiktionary.org/wiki/conk_off,Category:English phrasal verbs
conk out,308489,https://en.wiktionary.org/wiki/conk_out,Category:English phrasal verbs
connect up,4771459,https://en.wiktionary.org/wiki/connect_up,Category:English phrasal verbs
consist in,1438053,https://en.wiktionary.org/wiki/consist_in,Category:English phrasal verbs
consist of,4597427,https://en.wiktionary.org/wiki/consist_of,Category:English phrasal verbs
contend with,10325068,https://en.wiktionary.org/wiki/contend_with,Category:English phrasal verbs
contract out,6823533,https://en.wiktionary.org/wiki/contract_out,Category:English phrasal verbs
contract out of,10251167,https://en.wiktionary.org/wiki/contract_out_of,Category:English phrasal verbs
cook back,7596885,https://en.wiktionary.org/wiki/cook_back,Category:English phrasal verbs
cook off,901057,https://en.wiktionary.org/wiki/cook_off,Category:English phrasal verbs
cook out,6820468,https://en.wiktionary.org/wiki/cook_out,Category:English phrasal verbs
cook through,9616574,https://en.wiktionary.org/wiki/cook_through,Category:English phrasal verbs
cook up,255250,https://en.wiktionary.org/wiki/cook_up,Category:English phrasal verbs
cool down,927147,https://en.wiktionary.org/wiki/cool_down,Category:English phrasal verbs
cool off,270781,https://en.wiktionary.org/wiki/cool_off,Category:English phrasal verbs
cool out,10269424,https://en.wiktionary.org/wiki/cool_out,Category:English phrasal verbs
coop in,9551209,https://en.wiktionary.org/wiki/coop_in,Category:English phrasal verbs
coop up,688022,https://en.wiktionary.org/wiki/coop_up,Category:English phrasal verbs
cop off,79846,https://en.wiktionary.org/wiki/cop_off,Category:English phrasal verbs
cop off with,5086514,https://en.wiktionary.org/wiki/cop_off_with,Category:English phrasal verbs
cop on,96683,https://en.wiktionary.org/wiki/cop_on,Category:English phrasal verbs
cop oneself on,5185780,https://en.wiktionary.org/wiki/cop_oneself_on,Category:English phrasal verbs
cop onto,10269433,https://en.wiktionary.org/wiki/cop_onto,Category:English phrasal verbs
cop out,186134,https://en.wiktionary.org/wiki/cop_out,Category:English phrasal verbs
cope with,3038649,https://en.wiktionary.org/wiki/cope_with,Category:English phrasal verbs
copy down,10164279,https://en.wiktionary.org/wiki/copy_down,Category:English phrasal verbs
copy out,10917834,https://en.wiktionary.org/wiki/copy_out,Category:English phrasal verbs
corbel out,3729605,https://en.wiktionary.org/wiki/corbel_out,Category:English phrasal verbs
cordon off,844864,https://en.wiktionary.org/wiki/cordon_off,Category:English phrasal verbs
cork off,4231674,https://en.wiktionary.org/wiki/cork_off,Category:English phrasal verbs
cork out,10293020,https://en.wiktionary.org/wiki/cork_out,Category:English phrasal verbs
cork up,7967168,https://en.wiktionary.org/wiki/cork_up,Category:English phrasal verbs
corner up,10239784,https://en.wiktionary.org/wiki/corner_up,Category:English phrasal verbs
cost up,3052889,https://en.wiktionary.org/wiki/cost_up,Category:English phrasal verbs
cosy along,10238165,https://en.wiktionary.org/wiki/cosy_along,Category:English phrasal verbs
cosy up,786207,https://en.wiktionary.org/wiki/cosy_up,Category:English phrasal verbs
cosy up to,5086515,https://en.wiktionary.org/wiki/cosy_up_to,Category:English phrasal verbs
cotton on,537480,https://en.wiktionary.org/wiki/cotton_on,Category:English phrasal verbs
cotton on to,5086518,https://en.wiktionary.org/wiki/cotton_on_to,Category:English phrasal verbs
cotton onto,5716274,https://en.wiktionary.org/wiki/cotton_onto,Category:English phrasal verbs
cotton to,337029,https://en.wiktionary.org/wiki/cotton_to,Category:English phrasal verbs
couch down,10237597,https://en.wiktionary.org/wiki/couch_down,Category:English phrasal verbs
couch up,10237492,https://en.wiktionary.org/wiki/couch_up,Category:English phrasal verbs
cough down,6795749,https://en.wiktionary.org/wiki/cough_down,Category:English phrasal verbs
cough out,10269469,https://en.wiktionary.org/wiki/cough_out,Category:English phrasal verbs
cough over,10269474,https://en.wiktionary.org/wiki/cough_over,Category:English phrasal verbs
cough up,102064,https://en.wiktionary.org/wiki/cough_up,Category:English phrasal verbs
count against,10238141,https://en.wiktionary.org/wiki/count_against,Category:English phrasal verbs
count down,856261,https://en.wiktionary.org/wiki/count_down,Category:English phrasal verbs
count in,3153425,https://en.wiktionary.org/wiki/count_in,Category:English phrasal verbs
count off,3149571,https://en.wiktionary.org/wiki/count_off,Category:English phrasal verbs
count on,94037,https://en.wiktionary.org/wiki/count_on,Category:English phrasal verbs
count out,1162991,https://en.wiktionary.org/wiki/count_out,Category:English phrasal verbs
count towards,10238371,https://en.wiktionary.org/wiki/count_towards,Category:English phrasal verbs
count up,3153426,https://en.wiktionary.org/wiki/count_up,Category:English phrasal verbs
count upon,3185381,https://en.wiktionary.org/wiki/count_upon,Category:English phrasal verbs
couple up,623816,https://en.wiktionary.org/wiki/couple_up,Category:English phrasal verbs
cover up,230698,https://en.wiktionary.org/wiki/cover_up,Category:English phrasal verbs
cowboy up,4980943,https://en.wiktionary.org/wiki/cowboy_up,Category:English phrasal verbs
cozy up,848162,https://en.wiktionary.org/wiki/cozy_up,Category:English phrasal verbs
cozy up to,5086516,https://en.wiktionary.org/wiki/cozy_up_to,Category:English phrasal verbs
crack along,10269488,https://en.wiktionary.org/wiki/crack_along,Category:English phrasal verbs
crack down,102016,https://en.wiktionary.org/wiki/crack_down,Category:English phrasal verbs
crack off,10294493,https://en.wiktionary.org/wiki/crack_off,Category:English phrasal verbs
crack on,210614,https://en.wiktionary.org/wiki/crack_on,Category:English phrasal verbs
crack one off,5956995,https://en.wiktionary.org/wiki/crack_one_off,Category:English phrasal verbs
crack onto,3151799,https://en.wiktionary.org/wiki/crack_onto,Category:English phrasal verbs
crack out,7976157,https://en.wiktionary.org/wiki/crack_out,Category:English phrasal verbs
crack through,2661315,https://en.wiktionary.org/wiki/crack_through,Category:English phrasal verbs
crack up,93938,https://en.wiktionary.org/wiki/crack_up,Category:English phrasal verbs
cram together,10238358,https://en.wiktionary.org/wiki/cram_together,Category:English phrasal verbs
cramp up,10754304,https://en.wiktionary.org/wiki/cramp_up,Category:English phrasal verbs
crank off,10293992,https://en.wiktionary.org/wiki/crank_off,Category:English phrasal verbs
crank one out,7868160,https://en.wiktionary.org/wiki/crank_one_out,Category:English phrasal verbs
crank out,85689,https://en.wiktionary.org/wiki/crank_out,Category:English phrasal verbs
crank up,336947,https://en.wiktionary.org/wiki/crank_up,Category:English phrasal verbs
crap around,10238101,https://en.wiktionary.org/wiki/crap_around,Category:English phrasal verbs
crap on,8914658,https://en.wiktionary.org/wiki/crap_on,Category:English phrasal verbs
crap out,485855,https://en.wiktionary.org/wiki/crap_out,Category:English phrasal verbs
crap up,6643658,https://en.wiktionary.org/wiki/crap_up,Category:English phrasal verbs
crash in,10294561,https://en.wiktionary.org/wiki/crash_in,Category:English phrasal verbs
crash out,2654071,https://en.wiktionary.org/wiki/crash_out,Category:English phrasal verbs
crawl with,297988,https://en.wiktionary.org/wiki/crawl_with,Category:English phrasal verbs
crazy up,10241119,https://en.wiktionary.org/wiki/crazy_up,Category:English phrasal verbs
